Global Company Key,Data Date,Data Year - Fiscal,Ticker Symbol,CUSIP,Company Name,Fiscal Year-end Month,Current Assets - Total,Assets - Total,Book Value Per Share,Cash,Cost of Goods Sold,Common Shares Outstanding,Debt in Current Liabilities - Total,Long-Term Debt - Total,Dividends - Total,Earnings Before Interest and Taxes,Employees,Gross Profit (Loss),Invested Capital - Total,Inventories - Total,Current Liabilities - Total,Liabilities - Total,Net Income (Loss),"Property, Plant and Equipment - Total (Gross)",Retained Earnings,Receivables - Total,Sales/Turnover (Net),Stockholders Equity - Parent,Interest and Related Expense - Total,Market Value - Total - Fiscal,Price Close - Annual - Fiscal,Standard Industry Classification Code 
16011,20191231,2019,YY,46591M109,JOYY INC -ADR,12,4136.142,7498.128,,559.175,2462.781,80.983,96.62,742.69,,95.239,,1210.376,6327.039,0,1096.886,1913.779,485.327,,1624.628,124.567,3673.157,4748.797,38.276,,52.79,7370
16101,20191231,2019,ABBV,00287Y109,ABBVIE INC,12,49519,89115,-5.5257,39924,5397,1478.912,3862,63226,6533,13855,30,27869,55054,1813,15585,97287,7882,8532,1121,5428,33266,-8172,1472,130942.8685,88.54,2836
16116,20191231,2019,CONE,23283R100,CYRUSONE INC,12,,6142,21.2057,76.4,801.8,114.809,0,3114.2,218,67,0.452,179.5,5548.8,,,3707.4,41.4,,-768.5,291.9,981.3,2434.6,114.9,7511.9529,65.43,6798
16188,20191231,2019,CGNX,192422103,COGNEX CORP,12,607.231,1885.935,7.8619,171.431,164.854,172.44,5.647,12.326,35.124,142.602,2.267,560.771,1368.036,60.261,120.477,530.225,203.865,211.637,715.993,108.229,725.625,1355.71,0,9663.5376,56.04,3823
16245,20191231,2019,PBCT,712704105,PEOPLE'S UNITED FINL INC,12,,58589.8,17.5977,484.2,497.1,437.74,5134.7,1326.1,288.9,901.2,6.499,1807.5,9273.3,530.5,,50642.6,520.4,,1345.9,43349.5,2304.6,7947.2,,7397.806,16.9,6020
16269,20190930,2019,ENTA,29251M106,ENANTA PHARMACEUTICALS INC,9,401.848,489.829,23.4732,51.23,165.201,19.703,0.093,0.2,0,36.738,0.132,39.996,464.32,0,22.609,25.709,46.383,23.108,163.886,51.313,205.197,464.12,,1183.7562,60.08,2836
16401,20190331,2018,CRUS,172755100,CIRRUS LOGIC INC,3,624.983,1352.64,19.3412,216.172,508.201,58.954,0,0,0,95.856,1.551,677.323,1140.24,164.733,115.54,212.4,89.991,342.519,-223.496,120.656,1185.524,1140.24,1.057,2480.1948,42.07,3674
16453,20190531,2018,NEOG,640491106,NEOGEN CORP,5,449.529,695.74,12.2163,41.688,204.642,52.217,0,0,0,68.244,1.682,209.694,637.899,85.992,38.251,57.841,60.176,140.47,407.607,82.582,414.336,637.899,0,2942.428,56.35,2834
16478,20191231,2019,EOG,26875P101,EOG RESOURCES INC,12,5273.339,37124.608,37.1889,2027.972,3611.559,581.914,1383.889,4590.919,629.169,3532.04,2.9,13510.443,26231.635,767.297,4486.988,15483.892,2734.91,68075.661,15643.952,2153.323,17122.002,21640.716,223.421,48741.1166,83.76,1311
16549,20191231,2019,SFBS,81768T108,SERVISFIRST BANCSHARES INC,12,,8947.653,15.7053,78.618,125.796,53.624,473.754,75.048,33.5,217.982,0.505,288.989,917.73,14.49,,8104.971,149.243,,622.36,7184.867,414.785,842.18,,2020.5523,37.68,6020
16597,20191231,2019,LSCC,518415104,LATTICE SEMICONDUCTOR CORP,12,262.43,612.016,2.4474,118.081,154.409,133.883,26.16,146.51,0,63.367,0.747,249.684,474.169,54.98,99.819,284.357,43.493,188.811,-435.893,64.917,404.093,327.659,11.731,2562.5206,19.14,3674
16721,20190331,2018,EA,285512109,ELECTRONIC ARTS INC,3,6381,8957,17.8828,4708,1197,298.107,0,994,0,1010,9.7,3753,6325,0,2265,3626,1019,1359,5328,623,4950,5331,45,30296.6144,101.63,7372
16745,20191231,2019,PRTA,G72800108,PROTHENA CORP PLC,12,378.375,419.268,6.8403,375.723,85.008,39.899,5.101,17.838,0,-85.758,0.051,-84.194,290.759,0,17.714,146.347,-77.677,35.155,-671.885,0.068,0.814,272.921,1.2,631.6012,15.83,2836
16777,20191231,2019,FBNC,318910106,FIRST BANCORP/NC,12,,6143.639,28.7964,64.519,36.166,29.601,239.124,81.402,16.02,148.379,1.111,272.531,933.803,23.585,,5291.238,92.046,,422.887,4432.068,308.697,852.401,,1181.3759,39.91,6020
16781,20191231,2019,CHCO,177835105,CITY HOLDING CO,12,,5018.756,40.3596,88.658,35.089,16.303,211.255,4.056,36.066,152.665,0.918,230.401,662.039,4.67,,4360.773,89.352,,545.093,3604.51,265.49,657.983,,1336.0309,81.95,6020
16832,20191231,2019,GBCI,37637Q105,GLACIER BANCORP INC,12,,13683.999,21.2453,198.639,42.83,92.29,601.316,219.757,117.563,349.794,3.046,634.121,2180.49,74.336,,11723.266,210.544,,581.276,9388.32,676.951,1960.733,,4244.4171,45.99,6020
16845,20191231,2019,FRME,320817109,FIRST MERCHANTS CORP,12,,12457.254,32.2625,177.201,111.545,55.368,284.316,469.808,51.276,251.326,1.891,440.548,2256.245,16.564,,10670.817,164.46,,724.394,8379.026,552.093,1786.437,,2302.7551,41.59,6020
16889,20191231,2019,INDB,453836108,INDEPENDENT BANK CORP/MA,12,,11395.165,49.6885,114.686,59.879,34.377,104.976,256.429,57.729,298.722,1.348,500.533,1964.572,33.307,,9687.022,165.175,,672.351,8805.899,560.412,1708.143,,2861.8853,83.25,6020
17073,20191231,2019,NWLI,638517102,NATIONAL WESTERN LIFE GROUP,12,,12553.447,585.3254,253.525,639.462,3.636,0,1.146,1.273,168.456,0.353,179.726,2129.389,0,,10425.204,131.616,153.6,2086.491,466.428,819.188,2128.243,,1057.6397,290.88,6311
17095,20191231,2019,ONB,680033107,OLD NATIONAL BANCORP,12,,20411.667,16.8171,234.766,130.861,169.616,678.196,2166.032,89.474,393.603,2.709,798.843,5018.485,2.169,,17559.214,238.206,,738.392,12062.905,929.704,2852.453,,3102.2766,18.29,6020
17101,20191231,2019,IMGN,45253H101,IMMUNOGEN INC,12,208.898,235.262,-0.507,176.225,148.983,150.136,44.245,106.143,0,-70.74,0.075,-66.712,30.022,0,77.41,311.383,-104.133,55.046,-1287.468,27.248,82.271,-76.121,16.974,766.4443,5.105,2836
17115,20191231,2019,SIGI,816300107,SELECTIVE INS GROUP INC,12,,8797.15,36.9139,0.3,2445.533,59.461,0,578.103,49.85,351.28,2.4,382.18,2773.039,0,,6602.214,271.623,331.51,2162.279,1441.982,2827.713,2194.936,29.493,,65.19,6331
17120,20191231,2019,SIVB,78486Q101,SVB FINANCIAL GROUP,12,,71004.903,118.482,6492.443,319.223,51.656,17.43,566.834,0,1982.124,3.564,3220.624,7187.914,0,,64383.823,1136.856,,4660.046,32859.712,3539.847,6470.307,,12967.7222,251.04,6020
17132,20191231,2019,WSFS,929328102,WSFS FINANCIAL CORP,12,,12256.302,35.8816,571.545,101.704,51.567,228.465,442.637,22.463,344.021,1.782,607.497,2292.128,86.477,,10406.811,148.809,,940.878,8424.464,709.201,1850.306,,2268.4323,43.99,6035
17145,20190930,2019,WAFD,938824109,WASHINGTON FEDERAL INC,9,,16474.91,25.786,419.158,188.756,78.841,950,1300,63.318,373.671,1.971,545.838,3332.995,6.781,,14441.915,210.256,,1351.201,11930.575,734.594,2032.995,,2916.3286,36.99,6020
17151,20191231,2019,WSBC,950810101,WESBANCO INC,12,,15720.112,38.2449,182.905,95.547,67.824,1338.286,559.56,71.76,278.062,2.705,505.422,3153.481,47.191,,13126.191,158.873,,825.895,10215.556,600.969,2593.921,,2563.069,37.79,6020
17184,20191231,2019,SBCF,811707801,SEACOAST BANKING CORP/FL,12,,7108.511,19.1334,89.843,57.204,51.514,401.121,101.183,0,169.049,0.867,289.351,1086.822,32.419,,6122.872,98.739,,200.278,5163.25,346.555,985.639,,1574.783,30.57,6020
17195,20191231,2019,FFBC,320209109,FIRST FINL BANCORP INC/OH,12,,14511.625,22.8214,200.691,153.922,98.491,1420.24,374.594,89.476,307.858,2.123,585.029,2622.299,15.713,,12263.92,198.075,,724.572,9144.015,738.951,2247.705,,2505.611,25.44,6020
17245,20191231,2019,TRST,898349105,TRUSTCO BANK CORP/NY,12,,5221.322,5.5535,48.198,36.48,96.922,148.666,56.553,26.17,99.921,0.814,174.239,594.81,1.579,,4683.065,57.84,,292.528,4017.879,210.719,538.257,,840.3137,8.67,6035
17248,20191231,2019,UBSI,909907107,UNITED BANKSHARES INC/WV,12,,19662.324,33.1236,185.238,205.953,101.554,865.388,1408.637,139.508,446.026,2.204,704.793,4772.47,403.029,,16298.491,260.099,,1097.71,13635.072,910.746,3363.833,,3926.0776,38.66,6020
17252,20191231,2019,UFCS,910340108,UNITED FIRE GROUP INC,12,,3013.472,36.3956,120.722,1173.095,25.016,0,15.851,32.662,16.879,1.185,28.07,926.323,0,,2103,14.82,182.582,710.268,506.821,1201.165,910.472,0,1093.9497,43.73,6331
17350,20191231,2019,TTPH,88165N204,TETRAPHASE PHARMACEUTICALS,12,26.493,36.385,6.6841,21.239,74.275,3.466,1.547,3.448,0,-67.532,0.067,-66.899,26.615,1.595,9.77,13.218,-70.085,6.128,-604.127,1.503,7.376,23.167,2.58,9.7395,2.81,2836
17438,20191231,2019,BDGE,108035106,BRIDGE BANCORP INC,12,,4921.52,25.062,77.693,45.038,19.837,435.999,124.897,18.42,86.234,0.496,161.89,622.051,12.643,,4424.366,51.691,,142.362,3647.499,206.928,497.154,,665.1346,33.53,6020
17451,20191231,2019,IBTX,45384B106,INDEPENDENT BK GRP INC,12,,14958.207,54.4767,186.299,162.98,42.95,300,281.075,43.302,340.26,1.469,565.26,2620.848,40.464,,12618.434,192.736,,412.984,11562.814,728.24,2339.773,,2381.148,55.44,6020
17498,20191231,2019,CMRX,16934W106,CHIMERIX INC,12,118.093,119.376,1.7852,16.901,57.187,61.59,0.656,0.196,0,-45.232,0.043,-44.668,110.148,0,9.228,9.424,-112.576,6.29,-668.803,2.856,12.519,109.952,,125.0277,2.03,2836
17653,20191231,2019,ADMA,899104,ADMA BIOLOGICS INC,12,85.82,127.091,0.4416,26.752,37.091,59.318,0.229,84.501,0,-41.424,0.314,-7.742,110.694,53.065,14.028,100.898,-48.279,37.466,-264.717,3.47,29.349,26.193,8.993,237.272,4,2836
17724,20191231,2019,CNOB,20786W107,CONNECTONE BANCORP INC,12,,6174.032,20.8483,65.717,93.265,35.072,400,245.627,12.958,123.06,,186.254,976.817,33.25,,5442.842,73.395,,270.635,5075.234,279.519,731.19,,902.0518,25.72,6020
17808,20191231,2019,EPZM,29428V104,EPIZYME INC,12,399.177,424.589,3.3864,139.482,200.102,97.783,3.039,55.222,2.94,-177.142,0.203,-176.302,386.359,0,34.386,93.452,-170.295,31.576,-757,2.567,23.8,331.137,0.492,2405.4618,24.6,2836
17812,20190131,2018,HDS,40416M105,HD SUPPLY HOLDINGS INC,1,1586,4233,7.5065,38,3665,170.653,98,2129,0,739,11.5,2382,3410,766,746,2952,394,958,-1602,732,6047,1281,130,7157.1868,41.94,5000
17874,20191231,2019,TMUS,872590104,T-MOBILE US INC,12,9305,86921,33.5965,1528,18521,856.905,3269,39065,0,6342,53,26477,67854,964,12506,58132,3468,68750,-9701,4571,44998,28789,1608,67198.4901,78.42,4812
17928,20191231,2019,IQV,46266C105,IQVIA HOLDINGS INC,12,4126,23251,31.2168,837,7300,192.3,253,11941,0,852,67,3788,18204,0,3945,16988,191,1551,687,2638,11088,6003,447,29712.273,154.51,8731
17934,20191231,2019,SFM,85208M102,SPROUTS FARMERS MARKET,12,387.839,2722.983,4.9509,85.314,3739.028,117.544,106.907,1628.346,0,218.56,30,1895.807,2210.298,275.979,416.812,2141.031,149.629,2347.761,-89.131,15.713,5634.835,581.952,21.192,2274.4764,19.35,5411
17998,20191231,2019,BLUE,09609G100,BLUEBIRD BIO INC,12,1152.174,1727.424,23.2082,327.214,839.319,55.368,20.175,170.812,0,-812.079,1.09,-794.645,1455.805,0,223.58,442.431,-789.608,373.634,-2283.745,,44.674,1284.993,0.039,4858.542,87.75,2836
18036,20191231,2019,COMM,20337X109,COMMSCOPE HOLDING CO INC,12,3511.8,14431.6,4.2983,,5523.5,194.564,93.7,9960.8,43.7,424.4,30,2821.6,11797.1,975.9,2042,12595.3,-929.5,1500.5,-1376.3,1698.8,8345.1,1836.3,575.1,2760.8632,14.19,3663
18043,20190630,2019,NWSA,65249B109,NEWS CORP,6,4050,15711,15.6252,1643,5622,585.21,449,1004,117,547,28,4414,11315,348,3340,5400,155,6078,-3105,1593,10036,9144,59,7988.309,13.49,2711
18159,20191231,2019,AGIO,00847X104,AGIOS PHARMACEUTICALS,12,611.704,890.741,9.3643,80.931,536.158,68.401,6.915,106.747,0,-426.333,0.536,-418.246,747.275,7.331,92.886,250.213,-411.472,158.22,-1515.903,15.319,117.912,640.528,,3266.1478,47.75,2836
18162,20191231,2019,ESPR,29664W105,ESPERION THERAPEUTICS INC,12,211.714,214.447,0.7255,166.13,241.146,27.498,5.69,128.417,0,-93.101,0.193,-92.782,148.367,0,66.08,194.497,-97.165,3.708,-695.243,0,148.364,19.95,8.12,1639.7057,59.63,2836
18184,20191231,2019,NGHC,636220303,NATIONAL GENERAL HOLDINGS CP,12,,9756.534,19.4008,135.942,3681.835,113.369,13.052,797.914,53.987,450.89,9.2,1492.662,3415.408,0,,7139.04,348.069,634.717,1132.686,2983.482,5174.497,2649.454,51.544,2505.4549,22.1,6331
18276,20191231,2019,THFF,320218100,FIRST FINANCIAL CORP/IN,12,,4023.25,40.5769,127.426,22.169,13.742,95.119,21.987,13.533,89.907,0.957,165.404,579.595,3.625,,3465.642,48.872,,484.554,2636.447,187.573,557.608,,628.2842,45.72,6020
18307,20191231,2019,FLIC,320734106,FIRST LONG ISLAND CORP,12,,4097.843,16.2569,38.968,43.714,23.935,273.46,269.942,17.101,57.654,0.341,110.747,659.05,0,,3708.735,41.555,,274.971,3158.96,154.461,389.108,,600.2898,25.08,6020
18315,20191231,2019,PGEN,74017N105,PRECIGEN INC,12,234.643,455.763,0.4392,65.793,41.612,163.275,37.774,210.17,0,-173.402,0.857,49.11,281.881,16.097,122.912,384.052,-322.324,135.329,-1680.337,26.228,90.722,71.711,17.666,894.747,5.48,2836
18320,20191231,2019,FOXF,35138V102,FOX FACTORY HOLDING CP,12,281.813,609.316,10.9495,43.736,495.362,38.559,6.242,79.584,0,117.365,2.6,255.658,517.503,128.505,91.813,171.397,93.033,168.369,312.641,91.632,751.02,422.2,2.657,2682.5496,69.57,3751
18329,20191231,2019,BUSE,319383204,FIRST BUSEY CORP,12,,9695.729,22.2752,136.546,79.417,54.789,214.042,263.382,45.171,205.519,1.531,393.232,1483.816,71.756,,8475.295,102.953,,0.147,6633.501,472.649,1220.434,,1506.6975,27.5,6020
18430,20191231,2019,FPRX,33830X104,FIVE PRIME THERAPEUTICS INC,12,166.72,224.142,4.2724,55.8,144.884,35.22,4.08,45.532,0,-135.323,0.087,-130.01,196.005,0,23.024,73.669,-137.202,60.577,-431.805,4.097,14.874,150.473,,161.6598,4.59,2836
18487,20191231,2019,FEYE,31816Q101,FIREEYE INC,12,1313.736,2890.486,3.2471,334.603,233.049,216.089,135.725,963.754,0,-199.172,3.4,656.103,1665.42,5.892,849.949,2188.82,-257.409,342.141,-2605.715,171.459,889.152,701.666,61.927,3571.9512,16.53,7373
18510,20191231,2019,XLRN,00434H108,ACCELERON PHARMA INC,12,449.916,504.906,8.4609,237.677,206.497,53.124,6.183,20.201,0,-136.445,0.237,-132.504,469.677,0,33.373,55.43,-124.858,61.954,-711.384,8.547,73.993,449.476,,2816.6345,53.02,2836
18562,20191231,2019,FATE,31189P102,FATE THERAPEUTICS INC,12,227.089,302.274,3.2319,99.814,109.214,75.73,1.692,25.235,0,-100.727,0.178,-98.534,269.991,0,27.806,57.518,-98.149,42.689,-383.523,0,10.68,244.756,1.752,1482.0361,19.57,2836
18624,20190630,2019,PINC,74051N102,PREMIER INC,6,614.044,2569.567,-13.9212,141.055,268.751,61.938,27.608,6.003,0,381.668,2.2,948.887,1667.023,51.032,458.022,908.547,109.12,564.343,-775.674,394.807,1217.638,-862.25,,2422.3952,39.11,5122
18629,20191231,2019,LGIH,50187T106,LGI HOMES INC,12,,1666.115,33.3291,38.345,1401.675,25.359,0,696.204,0,227.538,0.953,436.479,1541.397,1534.735,,820.922,178.608,11.024,610.382,56.39,1838.154,845.193,45.555,1791.6134,70.65,1531
18658,20191231,2019,MGNX,556099109,MACROGENICS INC,12,239.785,312.501,4.7106,126.472,229.073,48.959,3.02,27.553,0,-177.185,0.384,-164.885,258.181,0,45.167,81.873,-151.811,118.136,-642.066,12.744,64.188,230.628,0,532.6739,10.88,2836
18699,20190930,2019,PTC,69370C100,PTC INC,9,782.621,2664.588,10.4613,269.579,273.295,114.899,0,669.134,0,117.266,6.055,982.336,1871.132,0,638.155,1462.59,-27.46,440.069,-302.1,393.781,1255.631,1201.998,43.047,7833.8138,68.18,7372
18732,20191231,2019,LKFN,511656100,LAKELAND FINANCIAL CORP,12,,4946.745,23.503,68.605,63.398,25.444,170,5.1,29.652,130.101,0.568,196.809,603.2,4.843,,4348.645,87.047,,487.306,4015.176,260.207,598.011,,1244.9749,48.93,6020
18749,20191231,2019,AERI,00771V108,AERIE PHARMACEUTICALS INC,12,376.342,452.608,3.593,143.94,22.462,46.465,5.502,200.753,0,-187.492,0.38,47.426,367.703,21.054,83.648,285.658,-199.581,85.153,-896.092,38.354,69.888,166.95,15.255,1123.0591,24.17,2836
18750,20191231,2019,CRTO,226718104,CRITEO SA,12,1000.461,1790.384,16.1696,418.763,1387.614,62.294,48.205,118.757,0,166.596,2.755,873.902,1156.745,0,610.339,752.396,90.745,594.723,411.62,481.732,2261.516,1007.267,2.852,,17.33,7311
18792,20191231,2019,GLPI,36467J108,GAMING & LEISURE PPTYS,12,,8434.298,9.6614,26.823,357.573,214.694,215.303,5706.63,589.128,731.179,0.648,796.656,7780.875,0,,6360.053,390.881,266.282,-1887.285,303.684,1154.229,2074.245,301.52,9242.5767,43.05,6798
18869,20191231,2019,WIX,M98068105,WIX.COM LTD,12,763.847,1099.667,4.0319,268.103,184.781,51.526,18.949,424.178,0,-77.765,2.562,576.307,631.927,0,444.186,891.918,-86.414,144.169,-403.428,16.987,761.088,207.749,21.471,6305.7519,122.38,7370
18872,20191231,2019,TWTR,90184L102,TWITTER INC,12,7620.075,12703.389,11.1649,1799.082,672.125,779.619,170.435,3118.25,0,366.156,4.9,2787.204,11822.636,0,832.476,3999.003,1465.659,3279.526,-58.948,850.184,3459.329,8704.386,142.78,24986.789,32.05,7370
18878,20191231,2019,GLYC,38000Q102,GLYCOMIMETICS INC,12,162.528,167.97,3.5475,158.202,0,43.467,0.804,2.818,0,-61.389,0.057,0,157.019,0,10.951,13.769,-57.892,5.69,-258.442,0.186,0,154.201,0,229.9404,5.29,2836
18899,20191231,2019,TNDM,875372203,TANDEM DIABETES CARE INC,12,276.141,326.11,3.2827,51.175,162.021,59.396,6.32,14.063,0,-16.722,1.043,200.284,209.042,49.073,99.396,131.131,-24.753,78.349,-624.706,46.585,362.305,194.979,,3540.5956,59.61,3845
18930,20191231,2019,KPTI,48576U106,KARYOPHARM THERAPEUTICS INC,12,278.57,294.963,0.7614,128.858,229.194,65.37,1.646,123.059,0,-189.275,0.347,-188.301,172.833,0.346,46.35,245.189,-199.59,17.905,-873.375,7.862,40.893,49.774,15.647,1253.1429,19.17,2834
18938,20191231,2019,XNCR,98401F105,XENCOR INC,12,558.405,670.25,10.425,50.312,138.578,56.902,2.169,8.565,0,13.824,0.166,18.122,601.766,0,66.558,77.049,26.875,37.79,-295.241,22.076,156.7,593.201,,1956.8598,34.39,2836
19044,20191231,2019,VRNS,922280102,VARONIS SYSTEMS INC,12,208.557,318.312,3.0583,68.929,28.823,30.583,8.269,57.04,0,-75.987,1.574,225.367,150.572,0,159.579,224.78,-78.764,107.804,-217.181,76.407,254.19,93.532,0.205,2376.6049,77.71,7372
19094,20191231,2019,NBTB,628778102,N B T BANCORP INC,12,,9715.925,25.5816,170.595,81.391,43.797,680.275,177.73,46.01,219.634,1.788,430.166,1298.127,13.189,,8595.528,121.021,,677.188,7063.133,511.557,1120.397,,1776.4063,40.56,6020
19149,20191231,2019,RARE,90400D108,ULTRAGENYX PHARMACEUTICAL,12,851.017,1135.496,11.3034,433.584,519.348,57.838,7.235,29.757,0,-424.173,0.74,-415.634,683.521,11.546,103.3,481.732,-402.727,100.664,-1433.157,50.644,103.714,653.764,1.135,2470.261,42.71,2836
19163,20191231,2019,STAY,30224P200,EXTENDED STAY AMERICA INC,12,,4030.596,6.5537,346.812,601.191,179.483,6.309,2649.426,170.445,334.573,7.9,617.028,3825.696,0,,2854.326,165.138,4872.362,432.078,14.02,1218.219,1176.27,126.694,2667.1174,14.86,7011
19262,20191231,2019,CTBI,204149108,COMMUNITY TRUST BANCORP INC,12,,4366.003,34.5577,58.68,45.332,17.793,234.845,73.419,26.235,110.863,1,190.25,688.305,20.647,,3751.117,64.54,,301.013,3213.568,235.582,614.886,,829.8655,46.64,6020
19355,20191231,2019,SFNC,828730200,SIMMONS FIRST NATL CP  -CL A,12,,21259.143,26.2976,277.208,224.61,113.629,1403.444,473.414,64.26,452.728,3.27,763.544,3462.351,337.555,,18270.206,238.167,,869.752,14357.46,988.154,2988.937,,3044.1209,26.79,6020
19398,20191231,2019,DENN,24869P104,DENNYS CORP,12,52.733,460.387,-2.4181,3.372,382.282,57.095,18.018,407.529,0,73.803,4,159.107,269.465,1.325,95.581,598.451,117.41,415.341,-223.358,27.488,541.389,-138.064,18.717,1135.0486,19.88,5812
19412,20191231,2019,ITCI,46116X101,INTRA-CELLULAR THERAPIES INC,12,230.324,251.186,3.5132,107.637,153.596,55.507,3.187,19.955,0,-154.012,0.33,-153.535,214.962,0,36.224,56.179,-147.722,24.019,-709.97,0,0.061,195.007,,1904.4452,34.31,2836
19428,20191231,2019,GSBC,390905107,GREAT SOUTHERN BANCORP,12,,5015.072,42.2878,99.299,60.752,14.261,312.324,108.797,29.373,104.133,1.191,205.199,711.863,14.767,,4412.006,73.612,,569.413,4153.982,265.951,603.066,,903.0065,63.32,6020
19470,20191231,2019,DRNA,253031108,DICERNA PHARMACEUTICALS INC,12,556.169,597.409,2.1264,152.816,58.179,71.573,3.358,20.141,0,-128.186,0.187,-34.275,172.336,0,241.735,445.214,-120.459,43.738,-525.316,200.354,23.904,152.195,0.003,1576.7532,22.03,2836
19471,20191231,2019,RVNC,761330109,REVANCE THERAPEUTICS INC,12,296.602,340.287,4.3053,171.16,161.963,52.375,3.47,25.87,0,-164.459,0.193,-161.55,251.36,0,40.979,114.797,-159.429,58.152,-844.201,0,0.413,225.49,0,850.0463,16.23,2836
19525,20191231,2019,AGFS,00856G109,AGROFRESH SOLUTIONS INC,12,132.345,805.692,6.3786,29.288,42.712,51.178,6.168,403.403,0,-20.916,0.292,127.353,737.433,22.621,49.778,471.662,-60.832,27.644,-230.681,73.559,170.065,326.445,33.784,132.0392,2.58,2870
19570,20191231,2019,STBA,783859101,S & T BANCORP INC,12,,8764.649,30.1314,73.332,88.566,39.56,328.265,142.172,37.36,179.429,1.201,284.476,1334.17,8.781,,7572.651,98.234,,749.413,7074.928,373.042,1191.998,,1593.8724,40.29,6020
19582,20191231,2019,CTRE,14174T107,CARETRUST REIT INC,12,,1518.861,9.7535,20.327,74.46,95.103,0,554.624,84.519,72.707,0.052,88.941,1482.215,0,,591.27,46.359,,-236.35,2.571,163.401,927.591,28.125,1961.9749,20.63,6798
19600,20191231,2019,CBAY,23257D103,CYMABAY THERAPEUTICS INC,12,202.923,205.727,2.7053,24.869,0,68.882,0.407,1.743,0,-103.075,0.036,0,188.091,0,17.636,19.379,-102.808,3.429,-625.792,0.687,0,186.348,0,135.0087,1.96,2836
19649,20191231,2019,SABR,78573M104,SABRE CORP,12,1121.92,5689.957,3.4306,436.176,2733.558,273.733,103.546,3311.791,153.508,372.454,9.25,1241.43,4259.46,0,1025.543,4742.288,158.592,2521.757,-912.788,585.953,3974.988,939.081,156.391,6142.5685,22.44,7370
19713,20191231,2019,AUB,04911A107,ATLANTIC UNION BANKSHRS CRP,12,,17562.99,31.4134,163.05,182.552,80.001,466.253,1113.547,78.345,370.261,1.989,649.595,3626.649,60.113,,15049.888,193.528,,616.97,12568.642,832.147,2513.102,,3004.0376,37.55,6020
19730,20190630,2019,PCTY,70438V106,PAYLOCITY HOLDING CORP,6,1596.189,1803.941,5.8024,132.476,121.538,53.075,0,0,0,36.766,3.05,326.214,307.964,0,1456.048,1495.977,53.823,108.422,99.929,4.358,447.752,307.964,0,4979.4965,93.82,7370
19744,20191231,2019,JD,47215P106,JD.COM INC  -ADR,12,19976.233,37300.534,,5309.695,75198.506,1462.158,458.635,2236.815,,733.904,,7652.032,16688.086,8319.996,20108.714,22849.263,1749.842,,,889.069,82850.538,11755.844,104.123,,35.23,5961
19784,20191231,2019,EGRX,269796108,EAGLE PHARMACEUTICALS INC,12,179.449,254.554,13.1456,109.775,59.997,13.63,6.101,36.557,0,22.315,0.108,135.895,215.731,6.566,38.823,75.38,14.313,10.237,72.5,48.004,195.892,179.174,2.686,818.8904,60.08,2834
19817,20191231,2019,UVSP,915271100,UNIVEST FINANCIAL CORP,12,,5380.924,23.0142,50.571,53.379,29.335,68.778,232.435,23.437,118.179,0.873,226.136,907.557,6.02,,4705.802,65.719,,267.073,4351.505,279.515,675.122,,785.5913,26.78,6020
19859,20191231,2019,AKBA,00972D105,AKEBIA THERAPEUTICS INC,12,309.533,771.201,3.2444,147.449,36.246,121.675,4.989,103.333,0,-215.844,0.36,298.755,498.09,116.349,208.118,376.444,-279.659,43.082,-794.054,38.864,335.001,394.757,1.4,768.986,6.32,2836
